Time (h),U1 (V),U2 (V),U3 (V),U4 (V),U5 (V),Utot (V),J (A/cm2),I (A),TinH2 (C),ToutH2 (C),TinAIR (C),ToutAIR (C),TinWAT (C),ToutWAT (C),PinAIR (mbara),PoutAIR (mbara),PoutH2 (mbara),PinH2 (mbara),DinH2 (l/mn),DoutH2 (l/mn),DinAIR (l/mn),DoutAIR (l/mn),DWAT (l/mn),HrAIRFC (%)
1047.957126,0.653,0.649,0.641,0.65,0.642,3.235,0.70437,70.437,27.83,40.85,42.327,51.651,53.8,55.47,1297.654,1267.724,1294.312,1282.009,4.795,2.11,23.036,21.122,2.001,50.03
1047.965497,0.654,0.65,0.642,0.65,0.642,3.238,0.70442,70.442,27.827,40.687,42.301,51.602,52.779,55.406,1302.716,1271.707,1300.015,1286.565,4.796,2.046,23.036,21.192,1.985,49.952
1047.973906,0.653,0.648,0.641,0.65,0.642,3.234,0.70427,70.427,27.826,40.598,42.233,51.5,53.74,55.351,1299.986,1269.317,1304.521,1291.122,4.815,2.066,23.036,21.221,1.985,50.154
1047.982296,0.653,0.648,0.643,0.651,0.642,3.237,0.70447,70.447,27.823,40.968,42.2,51.553,53.72,55.369,1301.692,1270.057,1302.639,1289.983,4.797,2.171,23.036,21.261,1.989,50.061
1047.990666,0.653,0.649,0.642,0.65,0.641,3.235,0.70427,70.427,27.835,41.451,42.172,51.588,53.796,55.419,1295.663,1264.992,1297.563,1284.344,4.794,2.108,23.036,21.134,1.989,50.043
1047.999056,0.653,0.649,0.642,0.649,0.641,3.234,0.70442,70.442,27.835,41.156,42.188,51.65,53.82,55.472,1300.725,1269.545,1293.856,1280.87,4.796,2.129,23.036,21.134,1.982,49.946
1048.007447,0.654,0.649,0.642,0.65,0.642,3.237,0.70437,70.437,27.823,41.015,42.207,51.626,53.87,55.501,1298.564,1268.122,1299.958,1286.907,4.795,2.046,23.038,21.198,1.985,49.917
1048.015836,0.654,0.649,0.642,0.649,0.642,3.236,0.70442,70.442,27.826,40.918,42.273,51.477,53.717,55.266,1297.995,1267.553,1304.521,1291.293,4.794,2.068,23.038,21.134,1.983,50.453
1048.024225,0.652,0.647,0.641,0.649,0.641,3.23,0.70432,70.432,27.813,40.888,42.275,51.503,53.711,55.346,1299.701,1268.862,1303.494,1289.983,4.802,2.171,23.036,21.124,1.985,50.196
1048.032616,0.654,0.649,0.642,0.65,0.642,3.237,0.70452,70.452,27.812,41.783,42.282,51.53,53.773,55.393,1298.166,1267.041,1297.734,1284.173,4.796,2.128,23.038,21.124,1.983,50.056
1048.041005,0.654,0.649,0.642,0.65,0.642,3.237,0.70447,70.447,27.827,41.087,42.223,51.546,53.828,55.436,1300.555,1269.374,1295.282,1282.578,4.795,2.108,23.036,21.189,1.984,49.87
1048.049414,0.653,0.648,0.642,0.649,0.642,3.234,0.70437,70.437,27.836,40.912,42.23,51.618,53.847,55.481,1298.336,1267.269,1299.502,1286.565,4.813,2.027,23.034,21.126,1.982,49.972
1048.057804,0.654,0.649,0.643,0.65,0.643,3.239,0.70447,70.447,27.835,41.21,42.229,51.568,53.796,55.413,1298.109,1267.098,1305.319,1293.23,4.794,2.046,23.036,21.191,1.982,49.993
1048.066173,0.653,0.648,0.641,0.649,0.642,3.233,0.70452,70.452,27.833,41.074,42.218,51.607,53.836,55.467,1298.564,1268.008,1300.985,1288.844,4.804,2.149,23.036,21.13,1.985,50.069
1048.074567,0.654,0.648,0.641,0.649,0.642,3.234,0.70437,70.437,27.844,41.38,42.209,51.616,53.815,55.473,1297.654,1267.667,1297.278,1284.344,4.795,2.11,23.036,21.126,1.984,49.919
1048.082972,0.654,0.649,0.642,0.65,0.642,3.237,0.70427,70.427,27.829,41.201,42.192,51.681,53.874,55.473,1300.327,1269.26,1295.054,1282.123,4.795,2.11,23.036,21.132,1.984,49.891
1048.091362,0.653,0.649,0.641,0.649,0.642,3.234,0.70432,70.432,27.83,41.029,42.232,51.482,53.676,55.177,1297.597,1267.496,1298.247,1285.597,4.793,2.046,23.038,21.128,1.982,50.642
1048.099752,0.653,0.648,0.641,0.649,0.641,3.232,0.70432,70.432,27.83,40.956,42.264,51.588,53.752,55.416,1300.213,1270.057,1302.582,1290.268,4.797,2.068,23.036,21.191,1.982,50.128
1048.108142,0.653,0.648,0.641,0.649,0.641,3.232,0.70427,70.427,27.847,40.789,42.319,51.599,53.79,55.433,1299.474,1269.431,1305.604,1292.261,4.795,2.089,23.036,21.192,1.982,50.294
1048.116531,0.653,0.648,0.641,0.649,0.641,3.232,0.70442,70.442,27.832,40.721,42.334,51.616,53.838,55.478,1297.654,1267.155,1300.015,1286.679,4.795,2.126,23.036,21.189,1.982,50.084
1048.124921,0.653,0.649,0.642,0.649,0.642,3.235,0.70447,70.447,27.832,40.922,42.315,51.578,53.736,55.32,1300.1,1268.976,1296.422,1283.091,4.795,2.107,23.038,21.132,1.982,50.112
1048.133293,0.652,0.648,0.641,0.649,0.641,3.231,0.70432,70.432,27.829,40.796,42.227,51.639,53.815,55.493,1298.279,1268.464,1295.453,1282.92,4.795,2.046,23.036,21.192,1.982,49.921
1048.141701,0.653,0.649,0.642,0.649,0.641,3.234,0.70427,70.427,27.858,41.222,42.233,51.592,53.776,55.431,1299.019,1268.862,1300.129,1287.591,4.796,2.052,23.038,21.194,1.982,50.125
1048.15009,0.653,0.649,0.642,0.649,0.642,3.235,0.70442,70.442,27.852,40.962,42.198,51.612,53.841,55.466,1298.678,1267.951,1303.437,1290.667,4.796,2.069,23.039,21.177,1.984,49.862
1048.158482,0.652,0.648,0.64,0.648,0.641,3.229,0.70442,70.442,27.835,40.811,42.125,51.553,53.596,55.304,1297.597,1268.008,1305.262,1292.432,4.793,2.068,23.038,21.128,1.979,50.239
1048.16687,0.653,0.649,0.642,0.65,0.642,3.236,0.70452,70.452,27.835,40.795,42.136,51.571,53.82,55.445,1300.043,1269.147,1300.129,1287.591,4.795,2.149,23.038,21.189,1.983,49.899
1048.175241,0.653,0.648,0.642,0.649,0.642,3.234,0.70437,70.437,27.833,40.718,42.151,51.559,53.862,55.44,1299.929,1268.862,1296.08,1282.464,4.795,2.109,23.041,21.13,1.981,49.961
1048.183633,0.654,0.649,0.642,0.65,0.643,3.238,0.70422,70.422,27.844,41.001,42.218,51.624,53.838,55.487,1300.213,1269.09,1295.51,1283.091,4.795,2.046,23.036,21.135,1.98,50.024
1048.192021,0.653,0.649,0.642,0.65,0.642,3.236,0.70437,70.437,27.838,40.847,42.287,51.646,53.866,55.464,1299.588,1268.691,1300.015,1287.648,4.795,2.068,23.038,21.13,1.984,50.13
1048.20041,0.653,0.648,0.641,0.648,0.641,3.231,0.70442,70.442,27.83,40.788,42.279,51.643,53.479,55.385,1299.36,1268.919,1302.525,1289.869,4.776,2.068,23.036,21.132,1.982,50.12
1048.2088,0.653,0.649,0.642,0.649,0.642,3.235,0.70437,70.437,27.839,40.712,42.263,51.647,53.841,55.454,1299.133,1268.919,1304.692,1291.464,4.794,2.09,23.036,21.187,1.982,49.996
1048.217209,0.652,0.648,0.641,0.649,0.641,3.231,0.70427,70.427,27.832,40.692,42.244,51.648,53.859,55.467,1298.962,1268.407,1303.38,1289.812,4.796,2.15,23.036,21.12,1.984,49.929
1048.225579,0.653,0.648,0.641,0.649,0.641,3.232,0.70427,70.427,27.838,41.002,42.246,51.539,53.52,55.068,1298.45,1268.464,1298.875,1286.167,4.796,2.129,23.038,21.179,1.982,50.951
1048.233969,0.654,0.649,0.643,0.65,0.642,3.238,0.70447,70.447,27.83,40.924,42.201,51.604,53.77,55.411,1298.621,1268.008,1295.567,1283.148,4.796,2.128,23.038,21.185,1.983,49.903
1048.242359,0.653,0.647,0.642,0.65,0.642,3.234,0.70427,70.427,27.839,40.775,42.117,51.607,53.803,55.416,1301.522,1270.057,1296.479,1283.262,4.795,2.028,23.036,21.196,1.985,49.94
1048.250748,0.653,0.648,0.642,0.649,0.642,3.234,0.70422,70.422,27.847,40.67,42.125,51.665,53.82,55.51,1299.417,1269.317,1302.125,1289.129,4.796,2.068,23.038,21.192,1.98,49.74
1048.259138,0.653,0.648,0.642,0.649,0.642,3.234,0.70432,70.432,27.859,40.956,42.175,51.585,53.773,55.348,1300.156,1269.033,1306.003,1293.401,4.794,2.09,23.038,21.189,1.982,50.366
1048.267529,0.653,0.647,0.641,0.649,0.641,3.231,0.70427,70.427,27.841,40.882,42.27,51.627,53.805,55.46,1298.507,1268.577,1299.616,1286.679,4.813,2.127,23.036,21.126,1.985,49.914
1048.275918,0.654,0.649,0.642,0.65,0.642,3.237,0.70437,70.437,27.849,40.796,42.264,51.657,53.815,55.511,1300.782,1270,1295.396,1282.749,4.797,2.11,23.038,21.187,1.978,49.878
1048.284308,0.653,0.647,0.641,0.649,0.641,3.231,0.70422,70.422,27.856,40.986,42.298,51.499,53.754,55.336,1298.621,1268.805,1297.848,1285.312,4.796,2.027,23.036,21.126,1.982,50.144
1048.292716,0.654,0.648,0.642,0.65,0.642,3.236,0.70432,70.432,27.853,40.864,42.247,51.606,53.734,55.404,1299.076,1268.35,1302.353,1290.04,4.795,2.068,23.036,21.179,1.982,50.092
1048.301106,0.653,0.648,0.642,0.65,0.642,3.235,0.70432,70.432,27.833,40.742,42.267,51.606,53.782,55.454,1300.896,1269.829,1305.148,1291.464,4.793,2.068,23.036,21.124,1.983,49.937
1048.309495,0.653,0.647,0.641,0.649,0.641,3.231,0.70437,70.437,27.855,40.739,42.203,51.636,53.808,55.51,1298.621,1268.236,1302.068,1288.502,4.795,2.148,23.036,21.191,1.982,49.708
1048.317867,0.654,0.647,0.642,0.65,0.642,3.235,0.70427,70.427,27.855,41.043,42.16,51.576,53.758,55.366,1298.279,1267.61,1297.677,1284.572,4.795,2.112,23.038,21.192,1.982,50.087
1048.326257,0.653,0.647,0.641,0.649,0.641,3.231,0.70408,70.408,27.865,40.9,42.139,51.604,53.765,55.434,1300.213,1269.602,1294.369,1281.952,4.797,2.108,23.036,21.198,1.985,49.97
1048.334647,0.653,0.647,0.641,0.65,0.642,3.233,0.70408,70.408,27.858,40.792,42.148,51.618,53.811,55.46,1299.076,1269.317,1298.761,1285.54,4.795,2.046,23.038,21.189,1.982,50.041
1048.343037,0.653,0.648,0.642,0.65,0.642,3.235,0.70427,70.427,27.856,40.664,42.276,51.671,53.867,55.507,1301.465,1270.398,1302.582,1289.869,4.816,2.068,23.038,21.189,1.982,50.152
1048.351426,0.653,0.647,0.642,0.649,0.641,3.232,0.70427,70.427,27.871,41.03,42.324,51.511,53.754,55.294,1298.962,1268.748,1306.06,1293.401,4.797,2.068,23.038,21.189,1.983,50.506
1048.359834,0.653,0.648,0.642,0.65,0.642,3.235,0.70417,70.417,27.856,40.826,42.37,51.55,53.729,55.349,1299.872,1269.431,1300.015,1287.192,4.797,2.127,23.036,21.196,1.983,50.491
1048.368207,0.652,0.647,0.641,0.649,0.641,3.23,0.70427,70.427,27.841,40.751,42.357,51.553,53.785,55.408,1298.678,1268.919,1295.966,1283.148,4.796,2.128,23.036,21.196,1.982,50.155
1048.376614,0.653,0.647,0.642,0.649,0.642,3.233,0.70422,70.422,27.861,40.653,42.316,51.577,53.862,55.452,1299.815,1269.147,1295.453,1282.749,4.798,2.046,23.036,21.192,1.984,50.057
1048.385003,0.652,0.647,0.641,0.649,0.641,3.23,0.70417,70.417,27.864,40.584,42.266,51.55,53.156,55.377,1300.213,1270.057,1301.327,1288.73,4.796,2.046,23.038,21.196,1.982,49.913
1048.393374,0.653,0.647,0.642,0.65,0.643,3.235,0.70417,70.417,27.867,40.513,42.198,51.53,53.788,55.402,1300.839,1269.773,1305.034,1291.863,4.797,2.068,23.036,21.2,1.982,49.948
1048.401765,0.653,0.648,0.642,0.65,0.642,3.235,0.70422,70.422,27.867,41.52,42.146,51.568,53.8,55.419,1301.465,1269.773,1301.783,1288.787,4.794,2.148,23.038,21.192,1.983,49.852
1048.410173,0.654,0.649,0.642,0.65,0.643,3.238,0.70417,70.417,27.879,40.978,42.145,51.607,53.847,55.455,1300.782,1269.203,1297.335,1284.401,4.794,2.128,23.036,21.192,1.984,49.981
1048.418556,0.653,0.648,0.641,0.649,0.642,3.233,0.70422,70.422,27.849,40.865,42.232,51.485,53.617,55.177,1299.815,1268.919,1294.312,1281.895,4.795,2.128,23.039,21.192,1.982,50.744
1048.426934,0.652,0.647,0.641,0.649,0.642,3.231,0.70408,70.408,27.858,40.718,42.307,51.579,53.823,55.46,1300.1,1269.602,1299.901,1286.964,4.796,2.046,23.039,21.198,1.985,50.129
1048.435323,0.653,0.648,0.641,0.649,0.642,3.233,0.70417,70.417,27.865,40.587,42.333,51.616,53.83,55.467,1298.507,1268.464,1304.578,1292.034,4.779,2.063,23.041,21.189,1.984,50.046
1048.443713,0.653,0.648,0.642,0.649,0.642,3.234,0.70422,70.422,27.867,40.527,42.322,51.582,53.755,55.392,1300.839,1270.569,1302.639,1290.154,4.794,2.15,23.039,21.191,1.982,50.236
1048.452121,0.653,0.649,0.642,0.649,0.642,3.235,0.70413,70.413,27.884,40.736,42.299,51.678,53.844,55.47,1301.067,1270.114,1297.791,1285.085,4.794,2.128,23.038,21.191,1.984,49.979
1048.460511,0.653,0.648,0.642,0.649,0.642,3.234,0.70417,70.417,27.868,40.647,42.287,51.624,53.803,55.437,1298.393,1268.236,1294.769,1282.009,4.793,2.11,23.036,21.2,1.984,50.134
1048.4689,0.653,0.649,0.641,0.649,0.642,3.234,0.70432,70.432,27.862,40.581,42.282,51.568,53.351,55.28,1300.27,1269.943,1297.962,1285.426,4.795,2.046,23.041,21.191,1.985,50.444
1048.477291,0.654,0.649,0.642,0.65,0.643,3.238,0.70417,70.417,27.871,40.51,42.226,51.565,53.768,55.414,1299.303,1268.748,1302.582,1289.983,4.795,2.068,23.034,21.192,1.985,50.017
1048.485663,0.652,0.648,0.641,0.649,0.642,3.232,0.70413,70.413,27.867,40.784,42.174,51.568,53.768,55.428,1299.986,1269.545,1305.775,1293.173,4.797,2.128,23.038,21.192,1.985,49.937
1048.494051,0.653,0.649,0.641,0.649,0.642,3.234,0.70427,70.427,27.865,40.709,42.186,51.63,53.741,55.484,1300.612,1270.74,1298.932,1286.508,4.799,2.129,23.036,21.194,1.979,49.861
1048.502442,0.652,0.648,0.641,0.648,0.642,3.231,0.70422,70.422,27.85,40.613,42.221,51.529,53.749,55.345,1300.327,1269.716,1295.453,1283.205,4.796,2.108,23.036,21.192,1.982,50.268
1048.510831,0.652,0.648,0.641,0.649,0.642,3.232,0.70422,70.422,27.861,40.924,42.276,51.521,53.75,55.399,1301.579,1270.512,1296.594,1284.059,4.777,2.028,23.039,21.189,1.985,50.179
1048.519221,0.653,0.649,0.642,0.649,0.643,3.236,0.70427,70.427,27.876,40.801,42.311,51.535,53.814,55.416,1302.602,1271.65,1302.81,1290.667,4.796,2.069,23.036,21.259,1.984,50.248
1048.527611,0.653,0.648,0.642,0.649,0.642,3.234,0.70432,70.432,27.859,40.745,42.327,51.674,53.853,55.472,1301.579,1270.797,1305.775,1293.23,4.794,2.11,23.034,21.257,1.985,49.966
1048.536021,0.653,0.649,0.643,0.65,0.643,3.238,0.70422,70.422,27.868,41.276,42.263,51.624,53.133,55.408,1298.848,1267.781,1299.046,1285.54,4.795,2.148,23.039,21.192,1.982,49.936
1048.544409,0.652,0.648,0.641,0.648,0.641,3.23,0.70403,70.403,27.87,40.829,42.217,51.583,53.791,55.399,1300.27,1269.829,1296.023,1283.262,4.794,2.107,23.038,21.191,1.982,50.058
1048.552798,0.653,0.649,0.642,0.65,0.643,3.237,0.70422,70.422,27.868,41.168,42.207,51.573,53.799,55.434,1300.213,1269.545,1295.282,1282.806,4.796,2.044,23.036,21.2,1.983,50.052
1048.561169,0.653,0.649,0.642,0.649,0.642,3.235,0.70437,70.437,27.876,41.023,42.174,51.556,53.862,55.47,1299.758,1269.374,1302.125,1289.869,4.797,2.068,23.038,21.196,1.985,49.861
1048.569559,0.652,0.647,0.641,0.649,0.641,3.23,0.70403,70.403,27.871,40.9,42.122,51.485,53.466,55.145,1298.393,1268.464,1305.946,1293.457,4.796,2.068,23.038,21.194,1.985,50.509
1048.577949,0.652,0.647,0.641,0.648,0.641,3.229,0.70417,70.417,27.861,41.985,42.152,51.511,53.805,55.401,1298.734,1268.691,1300.357,1288.217,4.795,2.15,23.036,21.126,1.982,50.183
1048.58634,0.653,0.648,0.642,0.649,0.642,3.234,0.70403,70.403,27.881,41.482,42.269,51.545,53.812,55.452,1300.782,1270,1296.651,1284.287,4.795,2.127,23.041,21.185,1.983,50.239
1048.594747,0.653,0.649,0.642,0.649,0.642,3.235,0.70427,70.427,27.876,41.278,42.321,51.594,53.876,55.469,1296.744,1266.643,1294.312,1281.895,4.795,2.069,23.038,21.185,1.984,50.131
1048.603137,0.653,0.648,0.642,0.649,0.642,3.234,0.70408,70.408,27.875,41.124,42.336,51.539,53.708,55.228,1298.791,1268.293,1300.529,1288.673,4.795,2.068,23.039,21.124,1.984,50.754
1048.611508,0.654,0.649,0.642,0.649,0.643,3.237,0.70427,70.427,27.87,40.943,42.328,51.587,53.804,55.438,1301.124,1269.943,1304.92,1292.717,4.798,2.068,23.036,21.192,1.982,50.235
1048.619916,0.653,0.649,0.642,0.65,0.643,3.237,0.70398,70.398,27.861,40.83,42.321,51.579,53.84,55.471,1300.896,1269.659,1301.384,1289.812,4.797,2.149,23.036,21.13,1.985,50.149
1048.628289,0.652,0.647,0.64,0.648,0.641,3.228,0.70408,70.408,27.859,40.697,42.266,51.505,53.067,55.271,1299.36,1269.033,1297.05,1284.914,4.815,2.128,23.038,21.137,1.985,50.396
1048.636678,0.653,0.648,0.642,0.65,0.643,3.236,0.70417,70.417,27.85,40.989,42.198,51.532,53.785,55.41,1297.54,1266.699,1294.426,1282.407,4.795,2.068,23.036,21.132,1.985,49.894
1048.645068,0.653,0.648,0.642,0.65,0.642,3.235,0.70403,70.403,27.864,40.858,42.111,51.6,53.779,55.425,1299.758,1269.033,1300.015,1287.705,4.793,2.068,23.036,21.135,1.984,49.831
1048.653476,0.654,0.649,0.643,0.65,0.643,3.239,0.70422,70.422,27.858,40.727,42.145,51.603,53.829,55.487,1301.18,1270.171,1303.38,1291.065,4.796,2.068,23.036,21.191,1.985,50.026
1048.661847,0.652,0.647,0.641,0.649,0.641,3.23,0.70427,70.427,27.865,40.581,42.186,51.591,53.746,55.392,1299.588,1269.317,1305.718,1293.344,4.794,2.069,23.038,21.137,1.985,50.074
1048.670236,0.653,0.647,0.641,0.649,0.642,3.232,0.70413,70.413,27.847,40.551,42.197,51.598,53.838,55.496,1299.019,1268.919,1299.502,1286.565,4.796,2.149,23.038,21.128,1.985,49.816
1048.678626,0.653,0.647,0.641,0.65,0.642,3.233,0.70398,70.398,27.838,40.965,42.191,51.602,53.816,55.454,1300.725,1269.886,1295.396,1282.749,4.796,2.11,23.038,21.189,1.985,49.884
1048.687016,0.653,0.647,0.641,0.649,0.642,3.232,0.70413,70.413,27.87,40.712,42.22,51.663,53.694,55.514,1300.498,1269.659,1297.905,1285.369,4.796,2.028,23.038,21.158,1.983,49.954
1048.695424,0.654,0.649,0.642,0.65,0.643,3.238,0.70403,70.403,27.865,40.602,42.201,51.645,53.827,55.47,1298.336,1268.35,1303.323,1291.008,4.793,2.068,23.034,21.189,1.985,49.743
1048.703796,0.654,0.649,0.642,0.651,0.643,3.239,0.70408,70.408,27.881,41.836,42.143,51.639,53.877,55.487,1300.213,1268.748,1305.661,1292.204,4.802,2.129,23.036,21.194,1.983,49.781
1048.712186,0.653,0.648,0.642,0.65,0.642,3.235,0.70403,70.403,27.867,40.915,42.097,51.586,53.803,55.375,1297.995,1267.667,1297.563,1285.597,4.796,2.128,23.034,21.13,1.981,49.959
1048.720575,0.653,0.647,0.641,0.65,0.642,3.233,0.70398,70.398,27.862,40.826,42.113,51.624,53.856,55.47,1298.336,1267.895,1294.198,1281.838,4.795,2.068,23.038,21.192,1.982,49.79
1048.728965,0.653,0.647,0.642,0.65,0.642,3.234,0.70413,70.413,27.862,40.688,42.136,51.662,53.253,55.475,1298.336,1268.976,1301.669,1289.641,4.795,2.046,23.038,21.181,1.98,49.769
1048.737373,0.652,0.647,0.641,0.649,0.641,3.23,0.70388,70.388,27.865,40.615,42.201,51.56,53.807,55.376,1298.962,1269.09,1306.574,1293.457,4.796,2.068,22.969,21.198,1.985,50.083
1048.745744,0.652,0.647,0.641,0.649,0.641,3.23,0.70408,70.408,27.855,41.702,42.249,51.627,53.797,55.416,1299.36,1269.374,1300.129,1288.559,4.795,2.129,23.036,21.128,1.985,50.095
1048.754135,0.652,0.647,0.641,0.649,0.641,3.23,0.70417,70.417,27.842,40.838,42.319,51.633,53.841,55.478,1299.189,1269.431,1296.708,1284.23,4.798,2.128,23.036,21.128,1.984,50.026
1048.762525,0.651,0.647,0.64,0.649,0.64,3.227,0.70393,70.393,27.862,40.754,42.35,51.55,53.673,55.166,1297.426,1267.781,1294.312,1282.009,4.816,2.11,23.036,21.132,1.984,50.791
1048.770915,0.653,0.648,0.641,0.65,0.642,3.234,0.70413,70.413,27.862,40.599,42.345,51.589,53.759,55.414,1299.645,1268.35,1300.015,1288.331,4.796,2.047,23.036,21.141,1.985,50.151
1048.779304,0.654,0.649,0.642,0.651,0.642,3.238,0.70408,70.408,27.865,40.483,42.322,51.604,53.81,55.458,1299.133,1268.065,1304.863,1292.603,4.796,2.068,23.041,21.198,1.985,49.973
1048.787693,0.653,0.649,0.641,0.65,0.642,3.235,0.70432,70.432,27.858,40.796,42.305,51.477,53.354,55.056,1300.384,1269.147,1302.011,1289.926,4.798,2.171,23.036,21.192,1.982,51.037
1048.796084,0.654,0.65,0.642,0.651,0.642,3.239,0.70408,70.408,27.861,40.723,42.264,51.546,53.751,55.371,1298.962,1268.862,1295.738,1283.661,4.797,2.127,23.038,21.187,1.983,50.125
1048.804473,0.654,0.649,0.642,0.651,0.642,3.238,0.70432,70.432,27.867,40.574,42.209,51.549,53.746,55.374,1300.1,1269.033,1296.708,1284.287,4.805,2.011,23.036,21.126,1.985,50.039
1048.812862,0.653,0.648,0.641,0.649,0.641,3.232,0.70432,70.432,27.864,40.516,42.207,51.589,53.809,55.437,1298.905,1268.521,1304.178,1291.35,4.795,2.047,23.038,21.134,1.985,50.024
1048.821253,0.653,0.648,0.641,0.65,0.642,3.234,0.70413,70.413,27.864,40.912,42.287,51.61,53.865,55.49,1300.612,1269.886,1304.235,1291.578,4.796,2.171,23.036,21.192,1.985,50.156
1048.829661,0.652,0.647,0.64,0.649,0.64,3.228,0.70432,70.432,27.853,40.795,42.382,51.491,53.628,55.124,1298.336,1268.521,1297.506,1285.198,4.793,2.13,23.038,21.126,1.982,51.031
1048.838031,0.652,0.648,0.64,0.648,0.641,3.229,0.70403,70.403,27.87,40.757,42.396,51.547,53.752,55.404,1299.701,1268.577,1293.856,1281.895,4.795,2.089,23.039,21.192,1.983,50.118
1048.846421,0.652,0.647,0.64,0.648,0.641,3.228,0.70408,70.408,27.867,40.618,42.368,51.561,53.778,55.421,1297.995,1268.464,1300.243,1287.932,4.816,2.049,23.038,21.198,1.985,50.128
1048.854811,0.653,0.647,0.64,0.649,0.641,3.23,0.70408,70.408,27.859,40.557,42.362,51.607,53.835,55.484,1297.654,1267.667,1304.578,1292.318,4.796,2.069,23.038,21.196,1.984,49.888
1048.86322,0.654,0.649,0.643,0.65,0.642,3.238,0.70422,70.422,27.868,41.252,42.302,51.524,53.623,55.136,1299.303,1268.179,1302.467,1290.154,4.795,2.128,23.036,21.192,1.983,50.827
1048.871609,0.653,0.647,0.641,0.649,0.641,3.231,0.70393,70.393,27.871,40.829,42.275,51.539,53.735,55.393,1300.157,1269.602,1298.818,1285.882,4.797,2.126,23.039,21.187,1.983,49.95
1048.879981,0.653,0.647,0.641,0.649,0.641,3.231,0.70417,70.417,27.865,40.769,42.169,51.545,53.756,55.408,1299.701,1269.033,1295.567,1282.92,4.797,2.109,23.036,21.132,1.985,49.772
1048.888372,0.653,0.648,0.641,0.65,0.642,3.234,0.70417,70.417,27.864,40.644,42.113,51.595,53.815,55.461,1299.645,1268.862,1295.51,1283.034,4.795,2.043,23.039,21.126,1.982,49.963
1048.896759,0.653,0.648,0.641,0.65,0.641,3.233,0.70408,70.408,27.862,40.578,42.191,51.651,53.779,55.505,1299.36,1268.634,1302.068,1288.844,4.804,2.047,23.036,21.128,1.982,49.85
1048.90515,0.654,0.649,0.642,0.65,0.642,3.237,0.70442,70.442,27.867,40.846,42.258,51.594,53.805,55.422,1300.156,1269.09,1306.403,1293.23,4.798,2.068,23.036,21.202,1.984,50.132
1048.91354,0.653,0.647,0.641,0.649,0.641,3.231,0.70408,70.408,27.876,40.808,42.321,51.657,53.824,55.452,1299.36,1268.748,1300.072,1287.648,4.795,2.149,23.036,21.189,1.984,50.09
1048.921948,0.655,0.649,0.641,0.65,0.642,3.237,0.70403,70.403,27.865,40.77,42.337,51.625,53.872,55.476,1300.668,1269.09,1296.137,1283.205,4.794,2.129,23.039,21.211,1.985,50.055
1048.930338,0.654,0.649,0.642,0.65,0.642,3.237,0.70408,70.408,27.859,41.145,42.354,51.545,53.753,55.307,1299.36,1268.805,1294.198,1281.154,4.797,2.089,22.963,21.259,1.983,50.556
1048.938732,0.654,0.648,0.642,0.649,0.642,3.235,0.70427,70.427,27.875,40.924,42.347,51.604,53.791,55.455,1300.441,1269.886,1300.7,1288.331,4.794,2.068,23.036,21.196,1.984,50.012
1048.947117,0.654,0.649,0.642,0.65,0.643,3.238,0.70413,70.413,27.868,40.796,42.333,51.604,53.832,55.49,1300.725,1268.691,1304.806,1292.204,4.795,2.068,23.036,21.187,1.985,49.992
1048.955488,0.654,0.648,0.642,0.65,0.642,3.236,0.70427,70.427,27.878,40.73,42.293,51.524,53.741,55.325,1301.863,1270,1302.296,1289.926,4.796,2.148,23.038,21.189,1.985,50.403
1048.963896,0.654,0.647,0.642,0.649,0.642,3.234,0.70417,70.417,27.861,40.966,42.275,51.542,53.75,55.422,1300.555,1268.862,1298.932,1285.654,4.809,2.129,23.036,21.2,1.985,50.076
1048.972286,0.653,0.648,0.642,0.649,0.642,3.234,0.70432,70.432,27.878,40.838,42.209,51.562,53.806,55.475,1299.872,1268.805,1296.308,1284.23,4.795,2.11,23.039,21.194,1.985,49.812
1048.980658,0.653,0.648,0.641,0.648,0.641,3.231,0.70427,70.427,27.87,41.181,42.238,51.468,53.493,55.074,1301.579,1270.569,1294.255,1281.838,4.795,2.106,23.036,21.194,1.984,51.145
1048.989047,0.654,0.649,0.642,0.65,0.642,3.237,0.70408,70.408,27.859,41.031,42.321,51.508,53.743,55.395,1300.327,1269.26,1300.015,1287.648,4.815,2.046,23.041,21.189,1.983,50.086
1048.997437,0.652,0.647,0.641,0.648,0.641,3.229,0.70403,70.403,27.876,40.915,42.359,51.508,53.752,55.383,1301.465,1270.512,1303.551,1291.464,4.795,2.068,23.038,21.194,1.983,50.444
