U1 (V);U2 (V);U3 (V);U4 (V);U5 (V);Ustack (V);I (A);J (A/cm²)
0.612;0.607;0.604;0.604;0.599;2.96;100.239;1.00239
0.612;0.606;0.604;0.604;0.599;2.96;100.244;1.00244
0.612;0.606;0.604;0.603;0.599;2.96;100.239;1.00239
0.612;0.606;0.604;0.603;0.599;2.959;100.244;1.00244
0.611;0.606;0.603;0.603;0.598;2.956;100.244;1.00244
0.611;0.607;0.604;0.603;0.599;2.957;100.234;1.00234
0.611;0.607;0.604;0.603;0.599;2.958;100.234;1.00234
0.612;0.607;0.604;0.603;0.599;2.958;100.244;1.00244
0.612;0.607;0.604;0.603;0.599;2.96;100.244;1.00244
0.612;0.607;0.604;0.604;0.599;2.959;100.239;1.00239
0.612;0.607;0.604;0.604;0.599;2.96;100.244;1.00244
0.612;0.607;0.605;0.604;0.6;2.961;100.234;1.00234
0.612;0.607;0.604;0.603;0.599;2.961;100.239;1.00239
0.612;0.607;0.604;0.604;0.599;2.962;100.234;1.00234
0.611;0.607;0.604;0.603;0.599;2.96;100.239;1.00239
0.612;0.607;0.604;0.604;0.599;2.96;100.244;1.00244
0.613;0.607;0.604;0.603;0.599;2.961;100.239;1.00239
0.613;0.607;0.604;0.604;0.599;2.962;100.244;1.00244
0.613;0.607;0.604;0.604;0.599;2.963;100.239;1.00239
0.613;0.607;0.603;0.603;0.599;2.96;100.239;1.00239
0.613;0.607;0.604;0.604;0.599;2.961;100.229;1.00229
0.613;0.607;0.604;0.604;0.599;2.962;100.239;1.00239
0.613;0.607;0.604;0.604;0.599;2.965;100.239;1.00239
0.613;0.607;0.604;0.604;0.599;2.963;100.239;1.00239
0.613;0.607;0.604;0.605;0.6;2.963;100.219;1.00219
0.613;0.607;0.604;0.604;0.6;2.962;100.234;1.00234
0.612;0.607;0.603;0.604;0.599;2.963;100.244;1.00244
0.612;0.607;0.604;0.605;0.6;2.963;100.229;1.00229
0.612;0.608;0.604;0.605;0.6;2.965;100.239;1.00239
0.612;0.607;0.604;0.604;0.599;2.961;100.234;1.00234
0.612;0.607;0.604;0.604;0.599;2.961;100.244;1.00244
0.612;0.607;0.603;0.604;0.599;2.96;100.224;1.00224
0.612;0.607;0.603;0.604;0.599;2.959;100.234;1.00234
0.612;0.607;0.603;0.603;0.599;2.959;100.244;1.00244
0.611;0.607;0.603;0.603;0.599;2.958;100.234;1.00234
0.612;0.607;0.603;0.603;0.599;2.96;100.239;1.00239
0.613;0.607;0.603;0.603;0.599;2.961;100.234;1.00234
0.613;0.607;0.603;0.603;0.599;2.961;100.234;1.00234
0.613;0.607;0.603;0.603;0.599;2.96;100.244;1.00244
0.612;0.607;0.603;0.603;0.598;2.959;100.244;1.00244
0.613;0.608;0.604;0.604;0.599;2.961;100.239;1.00239
0.612;0.607;0.603;0.603;0.598;2.96;100.239;1.00239
0.613;0.607;0.603;0.603;0.598;2.96;100.21;1.0021
0.613;0.608;0.604;0.604;0.599;2.963;100.166;1.00166
0.613;0.607;0.603;0.603;0.599;2.961;100.151;1.00151
0.613;0.607;0.603;0.603;0.599;2.962;100.151;1.00151
0.613;0.608;0.604;0.604;0.599;2.961;100.136;1.00136
0.613;0.608;0.603;0.604;0.599;2.962;100.117;1.00117
0.613;0.608;0.604;0.604;0.599;2.963;100.063;1.00063
0.613;0.608;0.604;0.604;0.599;2.964;100.044;1.00044
0.613;0.608;0.604;0.604;0.599;2.963;100.044;1.00044
0.613;0.608;0.605;0.605;0.6;2.965;100.029;1.00029
0.613;0.607;0.604;0.604;0.599;2.965;100.019;1.00019
0.614;0.608;0.605;0.604;0.6;2.965;99.965;0.99965
0.613;0.608;0.604;0.604;0.599;2.963;99.956;0.99956
0.614;0.608;0.605;0.605;0.6;2.965;99.941;0.99941
0.613;0.608;0.604;0.604;0.599;2.965;99.936;0.99936
0.613;0.608;0.604;0.605;0.6;2.966;99.902;0.99902
0.613;0.608;0.604;0.605;0.6;2.967;99.878;0.99878
0.614;0.609;0.605;0.605;0.6;2.965;99.858;0.99858
0.614;0.608;0.605;0.605;0.6;2.967;99.853;0.99853
0.614;0.608;0.605;0.605;0.6;2.966;99.843;0.99843
0.614;0.608;0.605;0.605;0.6;2.966;99.819;0.99819
0.613;0.608;0.605;0.605;0.6;2.967;99.765;0.99765
0.614;0.609;0.605;0.605;0.6;2.966;99.755;0.99755
0.614;0.609;0.605;0.605;0.6;2.967;99.736;0.99736
0.614;0.609;0.605;0.605;0.6;2.967;99.731;0.99731
0.614;0.609;0.605;0.605;0.6;2.968;99.731;0.99731
0.614;0.609;0.605;0.605;0.6;2.967;99.658;0.99658
0.614;0.609;0.605;0.606;0.6;2.97;99.658;0.99658
0.614;0.609;0.605;0.605;0.6;2.971;99.619;0.99619
0.614;0.609;0.605;0.605;0.6;2.971;99.57;0.9957
0.614;0.609;0.606;0.606;0.6;2.972;99.575;0.99575
0.614;0.609;0.606;0.606;0.6;2.972;99.57;0.9957
0.614;0.609;0.606;0.606;0.601;2.972;99.541;0.99541
0.614;0.609;0.606;0.606;0.601;2.97;99.516;0.99516
0.614;0.609;0.606;0.606;0.6;2.973;99.462;0.99462
0.615;0.61;0.606;0.606;0.601;2.971;99.472;0.99472
0.614;0.609;0.605;0.606;0.6;2.971;99.477;0.99477
0.615;0.61;0.606;0.607;0.601;2.973;99.458;0.99458
0.614;0.609;0.606;0.606;0.601;2.972;99.438;0.99438
0.615;0.61;0.606;0.607;0.601;2.975;99.414;0.99414
0.615;0.609;0.606;0.606;0.601;2.973;99.374;0.99374
0.615;0.61;0.606;0.606;0.601;2.973;99.365;0.99365
0.615;0.61;0.606;0.606;0.601;2.974;99.37;0.9937
0.615;0.609;0.606;0.607;0.601;2.974;99.355;0.99355
0.615;0.61;0.606;0.607;0.601;2.974;99.326;0.99326
0.614;0.61;0.606;0.607;0.601;2.975;99.272;0.99272
0.615;0.61;0.607;0.607;0.602;2.976;99.296;0.99296
0.614;0.609;0.606;0.606;0.601;2.974;99.277;0.99277
0.615;0.61;0.606;0.607;0.601;2.976;99.262;0.99262
0.615;0.61;0.606;0.607;0.602;2.975;99.228;0.99228
0.615;0.61;0.606;0.607;0.601;2.976;99.174;0.99174
0.615;0.611;0.607;0.607;0.602;2.976;99.174;0.99174
0.615;0.61;0.606;0.607;0.602;2.975;99.15;0.9915
0.615;0.61;0.607;0.607;0.602;2.977;99.121;0.99121
0.615;0.61;0.607;0.607;0.602;2.976;99.086;0.99086
0.616;0.61;0.607;0.608;0.602;2.976;99.077;0.99077
0.615;0.61;0.606;0.607;0.601;2.977;99.081;0.99081
0.616;0.611;0.607;0.608;0.602;2.978;99.062;0.99062
0.615;0.61;0.607;0.607;0.602;2.976;99.047;0.99047
0.615;0.61;0.607;0.607;0.602;2.977;99.028;0.99028
0.615;0.61;0.607;0.607;0.602;2.977;98.979;0.98979
0.615;0.61;0.607;0.607;0.602;2.977;98.979;0.98979
0.616;0.611;0.607;0.608;0.602;2.978;98.974;0.98974
0.615;0.61;0.607;0.607;0.602;2.977;98.915;0.98915
0.616;0.611;0.607;0.608;0.602;2.979;98.876;0.98876
0.615;0.611;0.607;0.608;0.602;2.98;98.886;0.98886
0.615;0.61;0.607;0.608;0.602;2.978;98.886;0.98886
0.616;0.611;0.607;0.608;0.602;2.979;98.871;0.98871
0.615;0.611;0.607;0.608;0.602;2.98;98.832;0.98832
0.615;0.61;0.607;0.608;0.602;2.979;98.788;0.98788
0.615;0.61;0.607;0.608;0.602;2.977;98.784;0.98784
0.615;0.61;0.607;0.607;0.602;2.977;98.774;0.98774
0.615;0.611;0.607;0.608;0.602;2.98;98.774;0.98774
0.615;0.61;0.607;0.608;0.602;2.978;98.754;0.98754
0.616;0.611;0.607;0.608;0.602;2.979;98.749;0.98749
0.615;0.611;0.607;0.608;0.602;2.98;98.676;0.98676
0.616;0.611;0.608;0.608;0.603;2.98;98.661;0.98661
0.615;0.61;0.607;0.608;0.602;2.979;98.657;0.98657
0.616;0.611;0.608;0.609;0.603;2.982;98.622;0.98622
0.616;0.611;0.608;0.608;0.603;2.982;98.588;0.98588
0.616;0.611;0.607;0.608;0.603;2.981;98.583;0.98583
0.617;0.612;0.609;0.609;0.604;2.983;98.554;0.98554
0.616;0.611;0.608;0.608;0.603;2.983;98.549;0.98549
0.616;0.611;0.608;0.609;0.603;2.982;98.544;0.98544
0.617;0.612;0.609;0.61;0.604;2.985;98.534;0.98534
0.616;0.611;0.608;0.609;0.603;2.984;98.481;0.98481
0.616;0.612;0.608;0.609;0.603;2.985;98.432;0.98432
0.617;0.612;0.609;0.609;0.604;2.986;98.476;0.98476
0.616;0.612;0.608;0.609;0.603;2.986;98.447;0.98447
0.617;0.612;0.609;0.61;0.604;2.986;98.432;0.98432
0.616;0.612;0.609;0.609;0.603;2.986;98.393;0.98393
0.617;0.612;0.609;0.61;0.604;2.988;98.383;0.98383
0.617;0.612;0.609;0.609;0.604;2.986;98.359;0.98359
0.616;0.612;0.609;0.609;0.603;2.986;98.354;0.98354
0.617;0.613;0.61;0.61;0.604;2.987;98.32;0.9832
0.616;0.612;0.609;0.609;0.604;2.988;98.29;0.9829
0.617;0.613;0.61;0.61;0.604;2.988;98.256;0.98256
0.617;0.613;0.61;0.61;0.604;2.988;98.266;0.98266
0.617;0.612;0.609;0.61;0.604;2.989;98.232;0.98232
0.617;0.613;0.61;0.61;0.604;2.989;98.197;0.98197
0.617;0.613;0.61;0.61;0.604;2.991;98.193;0.98193
0.617;0.612;0.61;0.61;0.604;2.99;98.193;0.98193
0.618;0.613;0.61;0.611;0.605;2.991;98.158;0.98158
0.617;0.613;0.61;0.61;0.605;2.991;98.163;0.98163
0.617;0.613;0.61;0.61;0.605;2.99;98.139;0.98139
0.617;0.613;0.61;0.61;0.605;2.99;98.085;0.98085
0.617;0.613;0.61;0.61;0.604;2.992;98.066;0.98066
0.618;0.613;0.611;0.611;0.605;2.992;98.056;0.98056
0.617;0.613;0.61;0.61;0.605;2.992;98.041;0.98041
0.618;0.613;0.61;0.61;0.605;2.992;98.031;0.98031
0.618;0.613;0.61;0.611;0.605;2.993;97.987;0.97987
0.618;0.613;0.61;0.611;0.605;2.993;97.958;0.97958
0.618;0.613;0.611;0.611;0.605;2.993;97.958;0.97958
0.618;0.613;0.61;0.61;0.605;2.992;97.948;0.97948
0.618;0.613;0.611;0.611;0.605;2.993;97.9;0.979
0.618;0.613;0.61;0.611;0.605;2.993;97.9;0.979
0.618;0.613;0.611;0.611;0.605;2.993;97.89;0.9789
0.618;0.613;0.611;0.611;0.605;2.993;97.865;0.97865
0.618;0.613;0.61;0.611;0.605;2.993;97.831;0.97831
0.618;0.613;0.611;0.611;0.605;2.993;97.797;0.97797
0.619;0.614;0.611;0.611;0.605;2.995;97.787;0.97787
0.618;0.613;0.611;0.611;0.605;2.997;97.758;0.97758
0.618;0.613;0.61;0.611;0.605;2.993;97.748;0.97748
0.618;0.613;0.611;0.611;0.605;2.996;97.748;0.97748
0.618;0.613;0.611;0.611;0.605;2.993;97.729;0.97729
0.618;0.614;0.611;0.612;0.605;2.997;97.704;0.97704
0.618;0.613;0.611;0.611;0.605;2.997;97.67;0.9767
0.618;0.613;0.611;0.611;0.605;2.996;97.665;0.97665
0.618;0.613;0.611;0.61;0.605;2.996;97.641;0.97641
0.618;0.613;0.611;0.611;0.606;2.996;97.626;0.97626
0.618;0.613;0.611;0.611;0.605;2.995;97.606;0.97606
0.619;0.614;0.611;0.612;0.606;2.995;97.592;0.97592
0.618;0.613;0.611;0.611;0.605;2.995;97.553;0.97553
0.618;0.613;0.611;0.611;0.605;2.995;97.572;0.97572
0.618;0.613;0.611;0.611;0.605;2.994;97.538;0.97538
0.618;0.613;0.611;0.611;0.605;2.996;97.514;0.97514
0.619;0.614;0.612;0.612;0.606;2.995;97.499;0.97499
0.618;0.613;0.611;0.611;0.605;2.995;97.465;0.97465
0.618;0.613;0.611;0.611;0.605;2.997;97.406;0.97406
0.618;0.613;0.611;0.611;0.605;2.993;97.411;0.97411
0.619;0.613;0.611;0.611;0.605;2.998;97.411;0.97411
0.618;0.613;0.611;0.611;0.605;2.993;97.396;0.97396
0.619;0.614;0.611;0.611;0.606;2.997;97.333;0.97333
0.619;0.614;0.611;0.611;0.606;2.996;97.309;0.97309
0.619;0.614;0.612;0.612;0.606;2.998;97.309;0.97309
0.618;0.613;0.611;0.611;0.606;2.995;97.309;0.97309
0.618;0.613;0.611;0.611;0.606;2.997;97.294;0.97294
0.619;0.614;0.612;0.612;0.606;2.998;97.26;0.9726
0.619;0.613;0.611;0.612;0.606;2.998;97.25;0.9725
0.619;0.614;0.612;0.612;0.606;2.999;97.216;0.97216
0.619;0.614;0.612;0.612;0.606;2.999;97.216;0.97216
0.619;0.614;0.612;0.612;0.606;3;97.196;0.97196
0.619;0.614;0.612;0.612;0.606;3;97.152;0.97152
0.619;0.614;0.612;0.613;0.607;3.003;97.128;0.97128
0.619;0.614;0.612;0.612;0.607;3;97.108;0.97108
0.619;0.615;0.613;0.613;0.607;3.003;97.099;0.97099
0.619;0.614;0.612;0.612;0.607;3.003;97.055;0.97055
0.619;0.615;0.612;0.613;0.607;3.002;97.045;0.97045
0.619;0.614;0.612;0.613;0.607;3.003;97.04;0.9704
0.619;0.615;0.613;0.613;0.607;3.004;97.025;0.97025
0.619;0.615;0.613;0.613;0.607;3.003;97.016;0.97016
0.62;0.615;0.613;0.613;0.607;3.004;96.981;0.96981
0.62;0.615;0.613;0.613;0.607;3.005;96.928;0.96928
0.62;0.615;0.613;0.613;0.607;3.005;96.918;0.96918
0.62;0.615;0.614;0.613;0.608;3.006;96.923;0.96923
0.62;0.615;0.613;0.613;0.607;3.006;96.918;0.96918
0.62;0.616;0.614;0.614;0.608;3.008;96.889;0.96889
0.62;0.615;0.613;0.613;0.608;3.008;96.835;0.96835
0.62;0.615;0.614;0.614;0.608;3.009;96.825;0.96825
0.621;0.616;0.614;0.614;0.608;3.009;96.825;0.96825
0.621;0.616;0.614;0.614;0.608;3.009;96.791;0.96791
0.621;0.616;0.615;0.614;0.608;3.01;96.757;0.96757
0.621;0.616;0.614;0.614;0.608;3.011;96.742;0.96742
0.621;0.616;0.614;0.614;0.609;3.01;96.727;0.96727
0.621;0.616;0.614;0.614;0.608;3.01;96.683;0.96683
0.621;0.617;0.615;0.615;0.609;3.014;96.635;0.96635
0.621;0.616;0.614;0.615;0.609;3.011;96.635;0.96635
0.621;0.617;0.615;0.615;0.609;3.014;96.654;0.96654
0.621;0.617;0.615;0.615;0.609;3.013;96.63;0.9663
0.621;0.617;0.615;0.615;0.609;3.014;96.61;0.9661
0.621;0.617;0.615;0.615;0.609;3.014;96.586;0.96586
0.622;0.617;0.615;0.616;0.609;3.014;96.547;0.96547
0.621;0.617;0.614;0.615;0.609;3.013;96.537;0.96537
0.621;0.617;0.615;0.615;0.609;3.015;96.522;0.96522
0.622;0.617;0.615;0.615;0.61;3.015;96.498;0.96498
0.621;0.617;0.615;0.615;0.609;3.014;96.483;0.96483
0.622;0.618;0.616;0.616;0.61;3.017;96.454;0.96454
0.621;0.617;0.615;0.615;0.609;3.014;96.439;0.96439
0.622;0.618;0.616;0.616;0.61;3.019;96.425;0.96425
0.622;0.617;0.615;0.616;0.61;3.018;96.381;0.96381
0.622;0.618;0.616;0.616;0.61;3.019;96.356;0.96356
0.622;0.617;0.615;0.616;0.609;3.018;96.346;0.96346
0.622;0.618;0.616;0.616;0.61;3.018;96.351;0.96351
0.622;0.618;0.616;0.616;0.61;3.017;96.332;0.96332
0.622;0.618;0.616;0.616;0.61;3.016;96.322;0.96322
0.622;0.618;0.616;0.616;0.61;3.019;96.317;0.96317
0.622;0.618;0.616;0.616;0.61;3.017;96.249;0.96249
0.622;0.618;0.616;0.616;0.61;3.02;96.244;0.96244
0.622;0.618;0.616;0.617;0.611;3.017;96.239;0.96239
0.622;0.618;0.616;0.616;0.61;3.02;96.219;0.96219
0.622;0.618;0.616;0.616;0.61;3.02;96.2;0.962
0.622;0.618;0.616;0.616;0.61;3.02;96.141;0.96141
0.622;0.618;0.616;0.617;0.61;3.02;96.141;0.96141
0.623;0.619;0.617;0.617;0.611;3.02;96.107;0.96107
0.622;0.618;0.616;0.616;0.61;3.022;96.122;0.96122
0.623;0.619;0.617;0.617;0.611;3.022;96.092;0.96092
0.622;0.618;0.616;0.616;0.61;3.022;96.049;0.96049
0.622;0.619;0.617;0.617;0.611;3.022;96.063;0.96063
0.623;0.619;0.617;0.617;0.611;3.022;96.034;0.96034
0.622;0.618;0.617;0.617;0.611;3.023;96.014;0.96014
0.623;0.619;0.617;0.617;0.611;3.024;95.995;0.95995
0.623;0.619;0.617;0.617;0.611;3.024;95.946;0.95946
0.623;0.619;0.617;0.617;0.611;3.022;95.946;0.95946
0.623;0.619;0.617;0.617;0.611;3.025;95.951;0.95951
0.624;0.619;0.617;0.617;0.611;3.025;95.897;0.95897
0.624;0.619;0.617;0.618;0.611;3.026;95.853;0.95853
0.624;0.619;0.617;0.617;0.611;3.025;95.848;0.95848
0.624;0.619;0.617;0.617;0.611;3.026;95.843;0.95843
0.624;0.619;0.617;0.617;0.611;3.026;95.799;0.95799
0.624;0.619;0.617;0.617;0.611;3.026;95.829;0.95829
0.624;0.619;0.617;0.617;0.611;3.025;95.785;0.95785
0.625;0.619;0.617;0.618;0.612;3.026;95.76;0.9576
0.624;0.619;0.617;0.617;0.611;3.027;95.755;0.95755
0.625;0.619;0.617;0.618;0.611;3.027;95.712;0.95712
0.625;0.619;0.617;0.617;0.611;3.027;95.716;0.95716
0.625;0.62;0.618;0.618;0.611;3.029;95.697;0.95697
0.625;0.619;0.617;0.618;0.611;3.027;95.672;0.95672
0.625;0.619;0.617;0.618;0.611;3.028;95.658;0.95658
0.625;0.619;0.617;0.618;0.611;3.028;95.624;0.95624
0.625;0.619;0.617;0.618;0.611;3.028;95.624;0.95624
0.625;0.62;0.618;0.618;0.612;3.029;95.599;0.95599
0.625;0.619;0.618;0.618;0.612;3.029;95.555;0.95555
0.625;0.62;0.618;0.618;0.612;3.03;95.55;0.9555
0.625;0.62;0.618;0.618;0.612;3.031;95.536;0.95536
0.625;0.62;0.618;0.618;0.612;3.03;95.531;0.95531
0.625;0.62;0.618;0.618;0.612;3.031;95.501;0.95501
0.625;0.62;0.618;0.618;0.612;3.031;95.458;0.95458
0.625;0.62;0.618;0.618;0.612;3.031;95.458;0.95458
0.625;0.62;0.618;0.619;0.612;3.031;95.423;0.95423
0.625;0.62;0.618;0.618;0.612;3.031;95.418;0.95418
0.625;0.62;0.618;0.619;0.612;3.032;95.389;0.95389
0.625;0.62;0.618;0.619;0.612;3.032;95.365;0.95365
0.625;0.62;0.618;0.619;0.612;3.031;95.35;0.9535
0.625;0.62;0.618;0.618;0.612;3.032;95.335;0.95335
0.625;0.62;0.618;0.618;0.612;3.032;95.287;0.95287
0.626;0.621;0.619;0.619;0.613;3.032;95.267;0.95267
0.625;0.62;0.618;0.618;0.612;3.032;95.262;0.95262
0.626;0.62;0.618;0.619;0.613;3.034;95.223;0.95223
0.626;0.621;0.618;0.619;0.612;3.032;95.213;0.95213
0.626;0.621;0.618;0.619;0.612;3.034;95.204;0.95204
0.626;0.621;0.618;0.619;0.613;3.033;95.165;0.95165
0.626;0.621;0.619;0.619;0.613;3.036;95.16;0.9516
0.626;0.62;0.618;0.619;0.612;3.034;95.13;0.9513
0.626;0.621;0.619;0.619;0.613;3.036;95.101;0.95101
0.626;0.62;0.618;0.618;0.613;3.034;95.111;0.95111
0.626;0.621;0.619;0.619;0.613;3.035;95.096;0.95096
0.626;0.621;0.618;0.619;0.613;3.034;95.067;0.95067
0.626;0.621;0.619;0.619;0.613;3.036;95.057;0.95057
0.626;0.621;0.619;0.619;0.613;3.036;95.013;0.95013
0.626;0.621;0.619;0.619;0.613;3.035;95.003;0.95003
0.626;0.621;0.619;0.619;0.613;3.036;94.969;0.94969
0.626;0.621;0.619;0.619;0.613;3.036;94.974;0.94974
0.626;0.621;0.619;0.619;0.613;3.036;94.954;0.94954
0.626;0.621;0.619;0.619;0.613;3.036;94.925;0.94925
0.626;0.621;0.619;0.619;0.613;3.036;94.886;0.94886
0.626;0.621;0.619;0.619;0.613;3.036;94.876;0.94876
0.627;0.622;0.619;0.62;0.614;3.037;94.862;0.94862
0.627;0.622;0.619;0.62;0.614;3.04;94.813;0.94813
0.626;0.621;0.619;0.62;0.613;3.037;94.828;0.94828
0.627;0.621;0.619;0.62;0.613;3.039;94.803;0.94803
0.627;0.622;0.619;0.62;0.614;3.038;94.774;0.94774
0.626;0.621;0.619;0.62;0.613;3.039;94.779;0.94779
0.627;0.622;0.62;0.62;0.614;3.039;94.764;0.94764
0.627;0.622;0.619;0.62;0.614;3.039;94.73;0.9473
0.626;0.622;0.619;0.62;0.614;3.038;94.705;0.94705
0.627;0.623;0.62;0.62;0.614;3.041;94.671;0.94671
0.627;0.622;0.619;0.62;0.614;3.039;94.671;0.94671
0.627;0.622;0.62;0.62;0.614;3.04;94.671;0.94671
0.626;0.621;0.619;0.619;0.613;3.039;94.627;0.94627
0.627;0.623;0.62;0.62;0.614;3.04;94.593;0.94593
0.627;0.622;0.62;0.62;0.614;3.041;94.578;0.94578
0.627;0.622;0.619;0.62;0.614;3.04;94.574;0.94574
0.627;0.623;0.62;0.62;0.615;3.041;94.569;0.94569
0.627;0.622;0.619;0.62;0.614;3.041;94.525;0.94525
0.627;0.623;0.62;0.621;0.615;3.042;94.491;0.94491
0.627;0.623;0.62;0.62;0.614;3.042;94.481;0.94481
0.627;0.623;0.62;0.621;0.615;3.043;94.456;0.94456
0.627;0.623;0.62;0.62;0.614;3.041;94.403;0.94403
0.627;0.623;0.621;0.621;0.615;3.046;94.398;0.94398
0.627;0.623;0.62;0.621;0.614;3.043;94.417;0.94417
0.627;0.623;0.62;0.621;0.615;3.042;94.417;0.94417
0.627;0.623;0.62;0.621;0.615;3.045;94.383;0.94383
0.628;0.623;0.62;0.621;0.615;3.044;94.378;0.94378
0.627;0.623;0.62;0.621;0.615;3.045;94.295;0.94295
0.628;0.623;0.621;0.621;0.615;3.046;94.285;0.94285
0.627;0.623;0.62;0.621;0.615;3.046;94.285;0.94285
0.628;0.623;0.621;0.622;0.615;3.046;94.271;0.94271
0.628;0.624;0.621;0.621;0.615;3.047;94.212;0.94212
0.628;0.623;0.62;0.621;0.615;3.046;94.217;0.94217
0.628;0.623;0.62;0.621;0.615;3.046;94.197;0.94197
0.628;0.624;0.621;0.622;0.616;3.048;94.188;0.94188
0.628;0.624;0.621;0.622;0.615;3.047;94.183;0.94183
0.628;0.624;0.621;0.622;0.616;3.048;94.183;0.94183
0.628;0.624;0.621;0.622;0.616;3.049;94.178;0.94178
0.629;0.624;0.621;0.622;0.615;3.048;94.144;0.94144
0.629;0.624;0.621;0.622;0.615;3.051;94.09;0.9409
0.629;0.624;0.621;0.622;0.616;3.05;94.095;0.94095
0.628;0.624;0.621;0.622;0.616;3.05;94.09;0.9409
0.629;0.624;0.621;0.622;0.616;3.051;94.061;0.94061
0.629;0.624;0.621;0.622;0.616;3.051;94.002;0.94002
0.629;0.624;0.621;0.622;0.616;3.052;94.002;0.94002
0.629;0.624;0.621;0.622;0.616;3.05;94.002;0.94002
0.629;0.624;0.621;0.622;0.616;3.051;93.992;0.93992
0.629;0.625;0.621;0.623;0.616;3.052;93.944;0.93944
0.629;0.624;0.621;0.623;0.616;3.051;93.909;0.93909
0.629;0.625;0.622;0.623;0.616;3.053;93.904;0.93904
0.629;0.624;0.621;0.622;0.616;3.05;93.895;0.93895
0.629;0.625;0.622;0.623;0.616;3.052;93.88;0.9388
0.629;0.625;0.622;0.623;0.616;3.051;93.826;0.93826
0.629;0.625;0.621;0.623;0.616;3.054;93.797;0.93797
0.629;0.625;0.622;0.623;0.617;3.053;93.797;0.93797
0.629;0.624;0.621;0.623;0.616;3.053;93.802;0.93802
0.629;0.625;0.622;0.623;0.617;3.054;93.768;0.93768
0.629;0.625;0.621;0.623;0.616;3.053;93.753;0.93753
0.629;0.625;0.622;0.624;0.617;3.057;93.709;0.93709
0.629;0.624;0.622;0.623;0.616;3.053;93.699;0.93699
0.629;0.625;0.622;0.623;0.617;3.055;93.714;0.93714
0.629;0.624;0.621;0.623;0.616;3.053;93.699;0.93699
0.629;0.625;0.622;0.624;0.617;3.057;93.69;0.9369
0.629;0.624;0.622;0.623;0.616;3.054;93.65;0.9365
0.63;0.625;0.622;0.624;0.617;3.057;93.607;0.93607
0.629;0.624;0.621;0.623;0.616;3.052;93.607;0.93607
0.63;0.625;0.623;0.624;0.617;3.056;93.602;0.93602
0.629;0.625;0.622;0.623;0.617;3.056;93.582;0.93582
0.63;0.626;0.623;0.624;0.617;3.056;93.548;0.93548
0.629;0.625;0.622;0.624;0.617;3.056;93.504;0.93504
0.63;0.626;0.623;0.624;0.618;3.059;93.499;0.93499
0.63;0.625;0.622;0.624;0.617;3.058;93.47;0.9347
0.63;0.626;0.623;0.624;0.617;3.058;93.48;0.9348
0.63;0.625;0.622;0.624;0.617;3.058;93.426;0.93426
0.63;0.626;0.623;0.624;0.617;3.058;93.416;0.93416
0.63;0.626;0.623;0.624;0.618;3.058;93.401;0.93401
0.63;0.626;0.623;0.624;0.618;3.058;93.377;0.93377
0.63;0.626;0.623;0.625;0.618;3.059;93.333;0.93333
0.63;0.625;0.623;0.624;0.618;3.059;93.313;0.93313
0.63;0.626;0.623;0.625;0.618;3.06;93.309;0.93309
0.63;0.626;0.623;0.625;0.618;3.06;93.309;0.93309
0.63;0.626;0.623;0.624;0.618;3.06;93.299;0.93299
0.631;0.626;0.623;0.625;0.618;3.061;93.25;0.9325
0.63;0.626;0.623;0.625;0.618;3.061;93.216;0.93216
0.631;0.626;0.623;0.625;0.618;3.062;93.211;0.93211
0.63;0.626;0.623;0.625;0.618;3.06;93.216;0.93216
0.63;0.626;0.623;0.625;0.618;3.06;93.216;0.93216
0.631;0.627;0.624;0.626;0.619;3.061;93.147;0.93147
0.63;0.626;0.623;0.625;0.618;3.062;93.118;0.93118
0.631;0.627;0.624;0.626;0.619;3.062;93.108;0.93108
0.631;0.626;0.624;0.625;0.619;3.063;93.089;0.93089
0.631;0.627;0.624;0.626;0.619;3.063;93.079;0.93079
0.631;0.626;0.624;0.626;0.619;3.063;93.05;0.9305
0.631;0.627;0.624;0.626;0.619;3.063;93.016;0.93016
0.631;0.627;0.624;0.626;0.619;3.063;93.016;0.93016
0.631;0.627;0.624;0.626;0.619;3.063;93.011;0.93011
0.631;0.627;0.624;0.626;0.619;3.063;92.967;0.92967
0.631;0.627;0.624;0.626;0.619;3.063;92.952;0.92952
0.631;0.627;0.624;0.626;0.619;3.065;92.913;0.92913
0.631;0.627;0.624;0.626;0.619;3.063;92.918;0.92918
0.632;0.627;0.625;0.627;0.619;3.064;92.913;0.92913
0.631;0.627;0.624;0.626;0.619;3.064;92.874;0.92874
0.631;0.627;0.624;0.626;0.619;3.064;92.869;0.92869
0.631;0.627;0.624;0.626;0.619;3.064;92.85;0.9285
0.632;0.627;0.625;0.627;0.62;3.066;92.825;0.92825
0.631;0.627;0.625;0.626;0.619;3.066;92.81;0.9281
0.631;0.627;0.624;0.626;0.619;3.067;92.776;0.92776
0.632;0.628;0.625;0.627;0.62;3.067;92.747;0.92747
0.632;0.628;0.625;0.627;0.62;3.068;92.723;0.92723
0.632;0.627;0.625;0.627;0.62;3.067;92.723;0.92723
0.632;0.627;0.624;0.626;0.619;3.067;92.649;0.92649
0.632;0.628;0.626;0.627;0.62;3.068;92.669;0.92669
0.632;0.627;0.625;0.627;0.62;3.068;92.669;0.92669
0.632;0.628;0.625;0.627;0.62;3.068;92.649;0.92649
0.632;0.627;0.625;0.627;0.62;3.068;92.62;0.9262
